Time Stamp,Time Stamp Unix,Low Noise Accelerometer X,Low Noise Accelerometer Y,Low Noise Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z
58621.73461914063,1504205185371.997,0.08532191927819703,9.552510429084316,-0.09959684692866902,-0.853658536585366,0.3048780487804879,-1.585365853658537
58631.50024414063,1504205185373.003,0.0860457268682714,9.576592338474685,-0.1237462717372044,-0.9756097560975611,0.3048780487804879,-1.585365853658537
58641.26586914063,1504205185373.003,0.1112885606422317,9.564039289028122,-0.1726522900365481,-1.036585365853659,0.7317073170731708,-1.524390243902439
58651.03149414063,1504205185376.001,0.09811265355199315,9.588399192712094,-0.1114330812436108,-0.853658536585366,0.5487804878048781,-1.646341463414634
58660.79711914063,1504205185376.996,0.1101873365761833,9.576109506280526,-0.1115559781079264,-0.9146341463414635,0.3048780487804879,-1.524390243902439
58670.56274414063,1504201585366.998,0.07397104384408126,9.588882024906253,-0.1236233748728887,-1.036585365853659,0.4878048780487805,-1.524390243902439
58680.32836914063,1504205186310.998,0.08653343615529993,9.576582584288945,-0.1481366131815008,-0.9146341463414635,0.3658536585365854,-1.524390243902439
58690.09399414063,1504205186310.998,0.07385299469255834,9.576836193118199,-0.1237438331907692,-0.9756097560975611,0.6097560975609757,-1.402439024390244
58699.85961914063,1504205186312.004,0.061416407873331,9.577084924854583,-0.1115462239221859,-1.097560975609756,0.3048780487804879,-1.402439024390244
58709.62524414063,1504205186312.004,0.08665148530682287,9.588628416076999,-0.1480161548636202,-0.9146341463414635,0.4878048780487805,-1.585365853658537
58719.39086914063,1504205186312.004,0.09812040989246156,9.564302652043116,-0.12386916860152,-0.9756097560975611,0.426829268292683,-1.524390243902439
58729.15649414063,1504205186313,0.09897002297452727,9.57633385255256,-0.1603342224500842,-0.9146341463414635,0.3658536585365854,-1.524390243902439
58738.92211914063,1504205186313,0.08580187222475715,9.576597215567555,-0.1115511010150562,-1.036585365853659,0.5487804878048781,-1.707317073170732
58748.68774414063,1504205186313,0.1105569967116889,9.564053920306732,-0.1360667778701034,-0.7926829268292683,0.4878048780487805,-1.585365853658537
58758.45336914063,1504205186313,0.110438947560166,9.552008088518678,-0.136187236187984,-0.9146341463414635,0.3658536585365854,-1.463414634146342
58768.21899414063,1504205186313.996,0.09884421748253594,9.588384561433484,-0.1480185934100554,-0.9756097560975611,0.5487804878048781,-1.524390243902439
58777.98461914063,1504205186313.996,0.07421489848759552,9.588877147813383,-0.1358185455950369,-1.158536585365854,0.3658536585365854,-1.341463414634146
58787.75024414063,1504205186313.996,0.04970362864417804,9.601415565981336,-0.1234980394621379,-0.7926829268292683,0.3658536585365854,-1.646341463414634
58797.51586914063,1504205186313.996,0.06250211925844257,9.613207788940134,-0.1477703611349889,-0.853658536585366,0.426829268292683,-1.524390243902439
58807.28149414063,1504205186315.002,0.07434070397958686,9.576826438932459,-0.1481341746350657,-0.9756097560975611,0.4878048780487805,-1.76829268292683
58817.04711914063,1504205186315.002,0.07386075103302674,9.552739652449221,-0.1361799205486785,-0.9756097560975611,0.426829268292683,-1.646341463414634
58826.81274414063,1504205186315.002,0.07361689638951248,9.552744529542091,-0.1239847498265303,-1.036585365853659,0.3658536585365854,-1.585365853658537
58836.57836914063,1504205186315.002,0.1103131420681746,9.564058797399602,-0.1238716071479552,-1.097560975609756,0.3048780487804879,-1.585365853658537
58846.34399414063,1504205186315.998,0.09897002297452727,9.57633385255256,-0.1603342224500842,-1.036585365853659,0.3658536585365854,-1.463414634146342
58856.10961914063,1504205186315.998,0.1104311912196976,9.576104629187656,-0.1237511488300746,-0.9756097560975611,0.2439024390243903,-1.585365853658537
58865.87524414063,1504205186315.998,0.1106750458632118,9.576099752094786,-0.1359463195522229,-0.9756097560975611,0.4878048780487805,-1.463414634146342
58875.64086914063,1504205186315.998,0.08665148530682287,9.588628416076999,-0.1480161548636202,-0.853658536585366,0.426829268292683,-1.585365853658537
58885.40649414063,1504205186317.003,0.1106750458632118,9.576099752094786,-0.1359463195522229,-0.9756097560975611,0.2439024390243903,-1.402439024390244
58895.17211914063,1504205186317.003,0.061416407873331,9.577084924854583,-0.1115462239221859,-1.097560975609756,0.426829268292683,-1.402439024390244
58904.93774414063,1504205186317.003,0.04971138498464645,9.577319025312358,-0.1359341268200472,-0.9146341463414635,0.3048780487804879,-1.463414634146342
58914.70336914063,1504205186317.003,0.06202216631188245,9.589121002456897,-0.1358161070486018,-1.036585365853659,0.4878048780487805,-1.524390243902439
58924.46899414063,1504205186317.003,0.07385299469255834,9.576836193118199,-0.1237438331907692,-1.097560975609756,0.426829268292683,-1.463414634146342
58934.23461914063,1504205186317.003,0.07397880018454967,9.564785484237275,-0.136059462230798,-0.7926829268292683,0.4878048780487805,-1.585365853658537
58944.00024414063,1504205186317.999,0.08617153236026275,9.56454162959376,-0.1360619007772331,-0.9756097560975611,0.4878048780487805,-1.463414634146342
58953.76586914063,1504205186317.999,0.08653343615529993,9.576582584288945,-0.1481366131815008,-0.9146341463414635,0.4878048780487805,-1.646341463414634
58963.53149414063,1504205186317.999,0.1105492403712205,9.58815046097571,-0.1236306905121941,-1.036585365853659,0.426829268292683,-1.707317073170732
58973.29711914063,1504205186317.999,0.1106750458632118,9.576099752094786,-0.1359463195522229,-0.853658536585366,0.426829268292683,-1.585365853658537
58983.06274414063,1504205186317.999,0.1105569967116889,9.564053920306732,-0.1360667778701034,-1.036585365853659,0.426829268292683,-1.463414634146342
58992.82836914063,1504205186319.005,0.07336528540552982,9.576845947303939,-0.0993534917464728,-0.853658536585366,0.426829268292683,-1.341463414634146
59002.59399414063,1504205186319.005,0.08676953445834579,9.600674247865053,-0.1478956965457397,-0.9146341463414635,0.426829268292683,-1.402439024390244
59012.35961914063,1504205186319.005,0.07434070397958686,9.576826438932459,-0.1481341746350657,-0.9756097560975611,0.3658536585365854,-1.463414634146342
59022.12524414063,1504205186319.005,0.07372718920056701,9.588886901999123,-0.1114282041507405,-0.7926829268292683,0.5487804878048781,-1.585365853658537
59031.89086914063,1504205186319.005,0.04922367569761793,9.577328779498098,-0.1115437853757507,-0.9146341463414635,0.3658536585365854,-1.524390243902439
59041.65649414063,1504205186320.001,0.08629733785225408,9.552490920712836,-0.1483775298172619,-0.9146341463414635,0.5487804878048781,-1.463414634146342
59051.42211914063,1504205186320.001,0.1105569967116889,9.564053920306732,-0.1360667778701034,-0.853658536585366,0.4878048780487805,-1.585365853658537
59061.18774414063,1504205186320.001,0.07385299469255834,9.576836193118199,-0.1237438331907692,-0.853658536585366,0.426829268292683,-1.524390243902439
59070.95336914063,1504205186320.001,0.06166026251684526,9.577080047761713,-0.1237413946443341,-0.9146341463414635,0.3658536585365854,-1.463414634146342
59080.71899414063,1504205186320.001,0.1111627551502404,9.576089997909046,-0.1603366609965193,-0.9146341463414635,0.6097560975609757,-1.402439024390244
59090.48461914063,1504205186320.996,0.1229935835309162,9.563805188570347,-0.1482643871386868,-1.036585365853659,0.426829268292683,-1.524390243902439
59100.25024414063,1504205186320.996,0.07337304174599822,9.552749406634961,-0.1117895791043821,-0.853658536585366,0.4878048780487805,-1.524390243902439
