Time Stamp,Time Stamp Unix,Low Noise Accelerometer X,Low Noise Accelerometer Y,Low Noise Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z
415295.2575683594,1504204002233.001,0.4578313253012049,-9.759036144578314,0.2048192771084338,-1.297709923664122,0.183206106870229,-0.1068702290076336
415314.7888183594,1504204002235.003,0.4819277108433735,-9.759036144578314,0.1686746987951807,-1.190839694656489,0.2748091603053435,-0.0916030534351145
415334.3200683594,1504204002238.996,0.4698795180722892,-9.783132530120483,0.1927710843373494,-1.312977099236641,0.366412213740458,0.1526717557251908
415353.8513183594,1504204002240.002,0.4698795180722892,-9.783132530120483,0.2048192771084338,-1.236641221374046,0.2442748091603053,0.06106870229007633
415373.3825683594,1504204002240.002,0.4698795180722892,-9.759036144578314,0.1927710843373494,-1.251908396946565,0.07633587786259542,-0.04580152671755725
415392.9138183594,1504204002242.004,0.4457831325301205,-9.795180722891567,0.1686746987951807,-1.190839694656489,0.2595419847328244,0.07633587786259542
415412.4450683594,1504204002242.999,0.4819277108433735,-9.783132530120483,0.1807228915662651,-1.282442748091603,0.2748091603053435,-0.01526717557251908
415431.9763183594,1504204002242.999,0.4698795180722892,-9.771084337349398,0.1807228915662651,-1.221374045801527,0.1984732824427481,0.2442748091603053
415451.5075683594,1504204002244.005,0.4698795180722892,-9.807228915662652,0.1807228915662651,-1.267175572519084,0.4732824427480916,0.4122137404580152
415471.0388183594,1504204002244.005,0.4698795180722892,-9.819277108433736,0.1927710843373494,-1.068702290076336,0.3206106870229007,0.06106870229007633
415490.5700683594,1504200402147.999,0.4578313253012049,-9.783132530120483,0.1927710843373494,-1.145038167938931,0.2137404580152672,0.1221374045801527
415510.1013183594,1504204002791.005,0.4698795180722892,-9.771084337349398,0.1927710843373494,-1.068702290076336,0.366412213740458,0.1526717557251908
415529.6325683594,1504204002791.005,0.4698795180722892,-9.783132530120483,0.1807228915662651,-1.175572519083969,0.366412213740458,0.2442748091603053
415549.1638183594,1504204002792.001,0.4819277108433735,-9.771084337349398,0.1686746987951807,-1.312977099236641,0.366412213740458,0.0916030534351145
415568.6950683594,1504204002792.001,0.4698795180722892,-9.783132530120483,0.1566265060240964,-1.374045801526717,0.2900763358778626,0.1068702290076336
415588.2263183594,1504204002792.001,0.4578313253012049,-9.783132530120483,0.1927710843373494,-1.145038167938931,0.2748091603053435,0.2290076335877863
415607.7575683594,1504204002792.996,0.4578313253012049,-9.759036144578314,0.1927710843373494,-1.236641221374046,0.2137404580152672,0.06106870229007633
415627.2888183594,1504204002792.996,0.4939759036144579,-9.759036144578314,0.1807228915662651,-1.343511450381679,0.366412213740458,-0.366412213740458
415646.8200683594,1504204002794.002,0.4698795180722892,-9.783132530120483,0.1927710843373494,-1.297709923664122,0.3206106870229007,0.01526717557251908
415666.3513183594,1504204002794.998,0.5060240963855422,-9.771084337349398,0.2048192771084338,-1.358778625954199,0.3358778625954199,0.2137404580152672
415685.8825683594,1504204002796.004,0.4819277108433735,-9.783132530120483,0.1566265060240964,-1.389312977099237,0.1984732824427481,0.3358778625954199
415705.4138183594,1504204002797,0.4337349397590362,-9.771084337349398,0.1807228915662651,-1.190839694656489,0.1679389312977099,0.07633587786259542
415724.9450683594,1504204002799.001,0.4457831325301205,-9.759036144578314,0.2048192771084338,-1.267175572519084,0.3358778625954199,0.3511450381679389
415744.4763183594,1504204002799.997,0.4939759036144579,-9.771084337349398,0.1686746987951807,-1.389312977099237,0.3358778625954199,0.2442748091603053
415764.0075683594,1504204002801.003,0.4698795180722892,-9.759036144578314,0.1927710843373494,-1.145038167938931,0.1984732824427481,0.04580152671755725
415783.5388183594,1504204002801.999,0.4819277108433735,-9.807228915662652,0.1807228915662651,-1.206106870229008,0.183206106870229,-0.01526717557251908
415803.0700683594,1504204002801.999,0.4819277108433735,-9.771084337349398,0.1927710843373494,-1.267175572519084,0.2137404580152672,-0.03053435114503817
415822.6013183594,1504204002803.004,0.4578313253012049,-9.759036144578314,0.1807228915662651,-1.32824427480916,0.1374045801526718,0.1374045801526718
